都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,愛媛県松山市住所,方書,緯度,経度,電話番号,内線番号,数,単位,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
382019,0000000113,愛媛県,松山市,クダコ島城塞跡,クダコジマジョウサイアト,,,市指定史跡,その他,,愛媛県松山市宇和間,,33.96893073,132.5628406,,,,,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kudakojima_jousaiato.html,
382019,0000000114,愛媛県,松山市,お茶屋跡,オチャヤアト,,,市指定史跡,その他,,愛媛県松山市津和地,,33.98213283,132.5131471,,,,,,,1982-08-19,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/tuwaji_ochayaato.html,
382019,0000000115,愛媛県,松山市,常燈の鼻,ジョウトウノハナ,,,市指定史跡,その他,,愛媛県松山市津和地,,33.98283129,132.5198547,,,,,,,1982-08-20,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/joutouno_hana.html,
382019,0000000116,愛媛県,松山市,梅の子島砦跡,ウメノコトウトリデアト,,,市指定史跡,その他,,愛媛県松山市睦月,,33.97163592,132.6724439,,,,,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/umenokojima_toride.html,
382019,0000000117,愛媛県,松山市,梅の子本城跡,ウメノコホンジョウアト,,,市指定史跡,その他,,愛媛県松山市睦月,,33.96803308,132.6680135,,,,,,,2004-12-15,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/umenokohonjou_ato.html,
382019,0000000118,愛媛県,松山市,三本杉,サンボンスギ,,,市指定天然記念物,その他,,愛媛県松山市福見川町,,33.89036209,132.8739806,,,2,本,,,1962-11-05,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/fukumigawasanbonsugi.html,
382019,0000000119,愛媛県,松山市,うば桜,ウバザクラ,,,市指定天然記念物,その他,,愛媛県松山市南江戸5,,33.84166442,132.7422439,,,1,本,,,1962-11-05,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/taihouji_ubazakura.html,
382019,0000000120,愛媛県,松山市,西法寺境内の薄墨桜,サイホウジケイダイノウスズミザクラ,,,市指定天然記念物,その他,,愛媛県松山市下伊台町,,33.87549357,132.8050178,,,,,,,1962-11-05,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/saihouji_sakura.html,
382019,0000000121,愛媛県,松山市,ていれぎ,テイレギ,,,市指定天然記念物,その他,,愛媛県松山市高井町968,,33.79367593,132.814807,,,,,,,1962-11-05,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/teiregi.html,
382019,0000000122,愛媛県,松山市,砂八ツ目,スナヤツメ,,,市指定天然記念物,その他,,愛媛県松山市高井町968,,33.79367101,132.8149353,,,,,,,1962-11-05,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/sunayatsume.html,
382019,0000000123,愛媛県,松山市,いすの木,イスノキ,,,市指定天然記念物,その他,,愛媛県松山市泉町122,,33.83223044,132.7659616,,,1,本,,,1962-11-05,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/yakusiji_isunoki.html,
382019,0000000124,愛媛県,松山市,みかえりの桜,ミカエリノサクラ,,,市指定天然記念物,その他,,愛媛県松山市石手2-9-21,,33.8475368,132.7975963,,,1,本,,,1963-11-01,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/mikaerino_sakura.html,
382019,0000000125,愛媛県,松山市,にっぽんたちばな,ニッポンタチバナ,,,市指定天然記念物,その他,,愛媛県松山市北立花町2-4,,33.8343644,132.772056,,,1,本,,,1967-05-24,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/nippontachibana.html,
382019,0000000126,愛媛県,松山市,磐神社社叢,イワガミジンジャシャソウ,,,市指定天然記念物,その他,,愛媛県松山市門田町,,33.91574114,132.6863891,,,,,,,1968-02-21,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/iwagamijinja_shasou.html,
382019,0000000127,愛媛県,松山市,クスノキ,クスノキ,,,市指定天然記念物,その他,,愛媛県松山市窪野町1125,,33.73847858,132.8530063,,,1,本,,,1968-10-25,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/shouhachimankusunoki.html,
382019,0000000128,愛媛県,松山市,イブキビャクシン,イブキビャクシン,,,市指定天然記念物,その他,,愛媛県松山市浄瑠璃町282,,33.75375869,132.8188807,,,3,本,,,1968-10-25,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/ibukibyakusin_3hon.html,
382019,0000000129,愛媛県,松山市,葛掛五社神社社叢及び蛇の釜並びに龍王渕衝上断層,カツラカケゴシャジンジャシャソウオヨビジャノカマナラビニリュウオウブチツキアゲダンソウ,,,市指定天然記念物,その他,,愛媛県松山市久谷町甲1717,,33.71950313,132.8382722,,,,,,,1968-10-25,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/katurakakegoshajinja.html,
382019,0000000130,愛媛県,松山市,ソテツ,ソテツ,,,市指定天然記念物,その他,,愛媛県松山市平井町,,33.81885458,132.8282824,,,1,本,,,1968-10-25,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/hiraimachi_sotetsu.html,
382019,0000000131,愛媛県,松山市,十六日桜,ジュウロクニチザクラ,,,市指定天然記念物,その他,,愛媛県松山市御幸1-267,,33.85809688,132.7641707,,,10,本,,,1970-05-18,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/juurokunichizakura.html,
382019,0000000132,愛媛県,松山市,十六日桜,ジュウロクニチザクラ,,,市指定天然記念物,その他,,愛媛県松山市御幸1-603,,33.85752714,132.7668987,,,3,本,,,1970-05-18,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/juurokunichizakura.html,
382019,0000000133,愛媛県,松山市,椿,ツバキ,,,市指定天然記念物,その他,,愛媛県松山市河中町295,,33.90112679,132.8696478,,,1,本,,,1973-08-19,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kawanaka_tsubaki.html,
382019,0000000134,愛媛県,松山市,オオムラサキ,オオムラサキ,,,市指定天然記念物,その他,,愛媛県松山市久万の台1751,,33.85951983,132.739354,,,1,本,,,1974-06-14,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/oomurasaki.html,
382019,0000000135,愛媛県,松山市,ナンジャモンジャの木,ナンジャモンジャノキ,,,市指定天然記念物,その他,,愛媛県松山市丸之内78-1,,33.84499997,132.7719791,,,2,本,,,1976-03-08,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/nanjamonjano_ki.html,
382019,0000000136,愛媛県,松山市,宮内伊予柑母樹,ミヤウチイヨカンボジュ,,,市指定天然記念物,その他,,愛媛県松山市平田町乙65,,33.88469771,132.7581948,,,1,本,,,1977-03-25,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/miyauchiiyokan_boju.html,
382019,0000000137,愛媛県,松山市,アカガシ,アカガシ,,,市指定天然記念物,その他,,愛媛県松山市川の郷町今治谷,,33.87933292,132.8826074,,,1,本,,,1981-04-20,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kawanogou_akagasi.html,
382019,0000000138,愛媛県,松山市,おがたまのき,オガタマノキ,,,市指定天然記念物,その他,,愛媛県松山市東石井町272,,33.81728069,132.7766543,,,1,本,,,1981-10-20,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/ogatamano_ki.html,
382019,0000000139,愛媛県,松山市,カヤの木,カヤノキ,,,市指定天然記念物,その他,,愛媛県松山市平田町1121,,33.88529993,132.7542154,,,1,本,,,1987-05-26,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/hiratachou_kayanoki.html,
382019,0000000140,愛媛県,松山市,金龍桜,キンリュウザクラ,,,市指定天然記念物,その他,,愛媛県松山市東野4-442,,33.84086372,132.8055736,,,1,本,,,1988-09-07,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kinryuuzakura.html,
382019,0000000141,愛媛県,松山市,イブキビャクシンの自然林,イブキビャクシンノシゼンリン,,,市指定天然記念物,その他,,愛媛県松山市上難波乙559-1,,33.99305737,132.8009496,,,,,,,1963-02-16,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/eryou_ibukibyakusin.html,
382019,0000000142,愛媛県,松山市,積善寺の蘇鉄,シャクゼンジノソテツ,,,市指定天然記念物,その他,,愛媛県松山市鹿峰203,,33.94129898,132.7693091,,,1,本,,,1972-11-15,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/shakuzenjoi_sotetsu.html,
382019,0000000143,愛媛県,松山市,明見神社の自然林,ミョウケンジンジャノシゼンリン,,,市指定天然記念物,その他,,愛媛県松山市立岩中村甲199,,33.9737471,132.8555053,,,,,,,1974-05-10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/myoukenjinja_hayashi.html,
382019,0000000144,愛媛県,松山市,くすのき,クスノキ,,,市指定天然記念物,その他,,愛媛県松山市尾儀原甲170-1,,33.97657183,132.8285351,,,1,本,,,1978-05-10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/ogiwara_kusunoki.html,
382019,0000000145,愛媛県,松山市,イヨスミレ,イヨスミレ,,,市指定天然記念物,その他,,愛媛県松山市下難波乙116-9,,33.989544,132.7853147,,,,,,,1982-08-11,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/simonanba_iyosumire.html,
382019,0000000146,愛媛県,松山市,忽那島八幡神宮樹叢,クツナジマハチマングウジュソウ,,,市指定天然記念物,その他,,愛媛県松山市中島大浦,,33.97214203,132.6264426,,,,,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/hachimanjinguu_jusou.html,
382019,0000000147,愛媛県,松山市,びゃくしん,ビャクシン,,,市指定天然記念物,その他,,愛媛県松山市中島大浦2194,,33.97559754,132.6222019,,,1,本,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/jougenji_byakushin.html,
382019,0000000148,愛媛県,松山市,大楠,オオグス,,,市指定天然記念物,その他,,愛媛県松山市中島大浦1171,,33.98258228,132.6279853,,,1,本,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/zenchouji_ookusu.html,
382019,0000000149,愛媛県,松山市,びゃくしん,ビャクシン,,,市指定天然記念物,その他,,愛媛県松山市小浜甲882,,33.96889643,132.6288804,,,1,本,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/obama_byakushin.html,
382019,0000000150,愛媛県,松山市,むく,ムク,,,市指定天然記念物,その他,,愛媛県松山市小浜甲882,,33.96889743,132.6288584,,,1,本,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/obama_muku.html,
382019,0000000151,愛媛県,松山市,庚申岩,コウシンイワ,,,市指定天然記念物,その他,,愛媛県松山市小浜甲1508,,33.97063461,132.6347479,,,,,,,1992-11-19,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/koushin_iwa.html,
382019,0000000152,愛媛県,松山市,うばめがしの群生,ウバメガシノグンセイ,,,市指定天然記念物,その他,,愛媛県松山市中島粟井1232,,33.9960828,132.6400638,,,,,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kuwanajinjaubamegasi.html,
382019,0000000153,愛媛県,松山市,カヤの神木,カヤノシンボク,,,市指定天然記念物,その他,,愛媛県松山市中島粟井1232,,33.9961368,132.6401068,,,1,本,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kuwanajinja_kaya.html,
382019,0000000154,愛媛県,松山市,夫婦楠,メオトクス,,,市指定天然記念物,その他,,愛媛県松山市睦月1181,,33.95922555,132.6627892,,,1,本,,,1968‐10,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/muduki_fuufukusu.html,
382019,0000000155,愛媛県,松山市,愛媛大学附属中学校講堂（旧制松山高等学校講堂）,エヒメダイガクフゾクチュウガッコウコウドウ（キュウセイマツヤマコウトウガッコウコウドウ）,,,登録有形文化財,建造物,,愛媛県松山市持田町1-5,,33.84225469,132.7820661,,,1,棟,,,1998-09-02,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/fuzokuchuu_koudou.html,
382019,0000000156,愛媛県,松山市,石崎汽船本社,イシザキキセンホンシャ,,,登録有形文化財,建造物,,愛媛県松山市三津1-4-9,,33.86525558,132.7114562,,,1,棟,,,2001-04-24,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/isizakikisen_honsha.html,
382019,0000000157,愛媛県,松山市,鍵谷カナ頌功堂,カギヤカナショウコウドウ,,,登録有形文化財,建造物,,愛媛県松山市西垣生町1250,,33.81326928,132.703936,,,1,棟,,,2001-08-28,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/kagiyakana_shoukoudo.html,
382019,0000000158,愛媛県,松山市,愛媛県教育会館,エヒメケンキョウイクカイカン,,,登録有形文化財,建造物,,愛媛県松山市北持田町131,,33.84505912,132.7767787,,,1,棟,,,2003-07-01,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/ehime_kyouikukaikan.html,
382019,0000000159,愛媛県,松山市,松山地方気象台,マツヤマチホウキショウダイ,,,登録有形文化財,建造物,,愛媛県松山市北持田町102,,33.84370734,132.7775996,,,1,棟,,,2006-03-27,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/matsuya_makishoudai.html,
382019,0000000160,愛媛県,松山市,四十島(ターナー島),シジュウシマ（ターナートウ）,,,登録記念物（名勝地関係）,その他,,愛媛県松山市高浜1,,33.87873455,132.696866,,,,,,,2007-02-06,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/ta-na-tou.html,
382019,0000000161,愛媛県,松山市,松山城跡,マツヤマジョウセキ,,,史跡,その他,,愛媛県松山市丸之内,,33.84413701,132.7641921,,,,,,,1952-03-29,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/matsuyamajou_ato.html,
382019,0000000162,愛媛県,松山市,千手杉,センジュスギ,,,市指定天然記念物,その他,,愛媛県松山市横谷乙441-4,,33.94568612,132.852748,,,1,本,,,2009-02-20,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/takanawaji_senjusugi.html,
382019,0000000163,愛媛県,松山市,森家住宅主屋,モリケジュウタクシュオク,,,登録有形文化財,建造物,,愛媛県松山市三津1,,33.86523971,132.7123243,,,1,棟,,,2010-01-15,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/morikejuutaku.html,
382019,0000000164,愛媛県,松山市,葉佐池古墳,ハザイケコフン,,,史跡,その他,,愛媛県松山市北梅本町,,33.81426784,132.8476442,,,,,,,2011-02-07,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/hazaike_kofun.html,
382019,0000000165,愛媛県,松山市,賀茂神社本殿,カモジンジャホンデン,,,市指定有形文化財,建造物,,愛媛県松山市畑里,,33.99116254,132.6213993,,,1,棟,,,1987-02-16,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/shi/kamojinja_monden.html,
382019,0000000166,愛媛県,松山市,八束家住宅主屋,ヤツヅカケジュウタクシュオク,,,登録有形文化財,建造物,,愛媛県松山市持田町3-242-1,,33.84367217,132.7814531,,,1,棟,,,2015-08-04,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/yatsuduka_shuoku.html,
382019,0000000167,愛媛県,松山市,八束家住宅蔵,ヤツヅカケジュウタククラ,,,登録有形文化財,建造物,,愛媛県松山市持田町3-242-1,,33.84377292,132.7813374,,,1,棟,,,2015-08-04,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/yatsuduka_kura.html,
382019,0000000168,愛媛県,松山市,八束家住宅待合,ヤツヅカケジュウタクマチアイ,,,登録有形文化財,建造物,,愛媛県松山市持田町3-242-1,,33.84353706,132.7814744,,,1,棟,,,2015-08-04,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/yatsuzuka_machiai.html,
382019,0000000169,愛媛県,松山市,水口酒造店舗兼主屋,ミナクチシュゾウテンポケンシュオク,,,登録有形文化財,建造物,,愛媛県松山市道後喜多町975,,33.85117,132.782282,,,1,棟,,,2016-11-29,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kunitouroku/yatsuzuka_machiai.html,
